001-001-00-9	hydrogen	215-605-7	1333-74-0	Flam. Gas 1Press. Gas	H220	GHS02GHS04Dgr	H220	EUH001		U	CLP00
005-013-00-5	diethylmethoxyborane	425-380-9	7397-46-8	Pyr. Liq. 1Acute Tox. 4 *Acute Tox. 4 *Acute Tox. 4 *STOT RE 2 *Skin Corr. 1BSkin Sens. 1Aquatic Chronic 4	H250H332H312H302H373 **H314H317H413	GHS02GHS05GHS08GHS07Dgr	H250H332H312H302H373 **H314H317H413				ATP01
005-014-00-0	4-formylphenylboronic acid	438-670-5	87199-17-5	Skin Sens. 1	H317	GHS07Wng	H317				ATP01
005-015-00-6	"1-chloromethyl-4-fluoro-1,4-diazoniabicyclo[2.2.2]octane bis(tetrafluoroborate)"	414-380-4	140681-55-6	Acute Tox. 4 *Eye Dam. 1Skin Sens. 1Aquatic Chronic 3	H302H318H317H412	GHS05GHS07Dgr	H302H318H317H412				ATP01
005-016-00-1	tetrabutylammonium butyl tris-(4-tert-butylphenyl)borate	431-370-5	-	Aquatic Chronic 4	H413	-	H413				ATP01
005-017-00-7	"sodium perborate; [containing = 0,1 % (w/w) of particles with an aerodynamic diameter of below 50 µm] [1]sodium peroxometaborate; sodium peroxoborate; [containing = 0,1 % (w/w) of particles with an aerodynamic diameter of below 50 µm] [2]"	239-172-9 [1]231-556-4 [2]	15120-21-5 [1]7632-04-4 [2]	Ox. Sol. 2Repr. 1BAcute Tox. 4 *STOT SE 3Eye Dam. 1	H272H360DfH302H335H318	GHS03GHS05GHS08GHS07Dgr	H272H302H318H360DfH335		"Repr. 1B; H360Df: C = 9 %Repr. 1B; H360D: 6,5 % = C < 9 %Eye Dam. 1; H318: C = 22 %Eye Irrit. 2; H319: 14 % = C < 22 %"		ATP01/ATP01corr
005-017-01-4	"sodium perborate; [containing = 0,1 % (w/w) of particles with an aerodynamic diameter of below 50 µm] [1]sodium peroxometaborate; sodium peroxoborate; [containing < 0,1 % (w/w) of particles with an aerodynamic diameter of below 50 µm] [2]"	239-172-9 [1]231-556-4 [2]	15120-21-5 [1]7632-04-4 [2]	Ox. Sol. 2Repr. 1BAcute Tox. 3 *Acute Tox. 4 *STOT SE 3Eye Dam. 1	H272H360DfH331H302H335H318	GHS03GHS06GHS05GHS08Dgr	H272H302H331H318H360DfH335		"Repr. 1B; H360Df: C = 9 %Repr. 1B; H360D: 6,5 % = C < 9 %Eye Dam. 1; H318: C = 22 %Eye Irrit. 2; H319: 14 % = C < 22 %"		ATP01/ATP01corr
005-018-00-2	"perboric acid (H3BO2(O2)), monosodium salt trihydrate; [containing < 0,1 % (w/w) of particles with an aerodynamic diameter of below 50 µm] [1]perboric acid, sodium salt, tetrahydrate; [containing < 0,1 % (w/w) of particles with an aerodynamic diameter of below 50 µm] [2]perboric acid (HBO(O2)), sodium salt, tetrahydrate sodium peroxoborate hexahydrate; [containing < 0,1 % (w/w) of particles with an aerodynamic diameter of below 50 µm] [3]"	239-172-9 [1]234-390-0 [2]231-556-4 [3]	13517-20-9 [1]37244-98-7 [2]10486-00-7 [3]	Repr. 1BSTOT SE 3Eye Dam. 1	H360DfH335H318	GHS05GHS08GHS07Dgr	H318H360DfH335		Repr. 1B; H360Df: C = 14 %Repr. 1B; H360D: 10 % = C < 14 %Eye Dam. 1; H318: C = 36 %Eye Irrit. 2; H319: 22 % = C < 36 %		ATP01/ATP01corr
005-018-01-X	"perboric acid (H3BO2(O2)), monosodium salt, trihydrate [1]perboric acid, sodium salt, tetrahydrate [2]perboric acid (HBO(O2)), sodium salt, tetrahydrate [3]"	239-172-9 [1]234-390-0 [2]231-556-4 [3]	13517-20-9 [1]37244-98-7 [2]10486-00-7 [3]	Repr. 1BAcute Tox. 4 *STOT SE 3Eye Dam. 1	H360DfH332H335H318	GHS05GHS08GHS07Dgr	H360DfH332H335H318		Repr. 1B; H360 Df: C ? 14 %Repr. 1B; H360D: 10 % ? C < 14 %Eye Dam. 1; H318: C ? 36 %Eye Irrit. 2; H319: 22 % ? C < 36 %		ATP01
005-019-00-8	"perboric acid, sodium salt; [containing < 0,1 % (w/w) of particles with an aerodynamic diameter of below 50 µm] [1]perboric acid, sodium salt, monohydrate; [containing < 0,1 % (w/w) of particles with an aerodynamic diameter of below 50 µm] [2]perboric acid (HBO(O2)), sodium salt, monohydrate; sodium peroxoborate; [containing < 0,1 % (w/w) of particles with an aerodynamic diameter of below 50 µm] [3]"	234-390-0 [1]234-390-0 [2]231-556-4 [3]	11138-47-9 [1]12040-72-1 [2]10332-33-9 [3]	Ox. Sol. 3Repr. 1BAcute Tox. 4 *STOT SE 3Eye Dam. 1	H272H360DfH302H335H318	GHS03GHS05GHS08GHS07Dgr	H272H302H318H360DfH335		"Repr. 1B; H360Df: C = 9 %Repr. 1B; H360D: 6,5 % = C < 9 %Eye Dam. 1; H318: C = 22 %Eye Irrit. 2; H319: 14 % = C < 22 %"		ATP01/ATP01corr
005-019-01-5	"perboric acid, sodium salt [1]perboric acid, sodium salt, monohydrate; [containing = 0,1 % (w/w) of particles with an aerodynamic diameter of below 50 µm] [2]perboric acid (HBO(O2)), sodium salt, monohydrate; sodium peroxoborate; [containing = 0,1 % (w/w) of particles with an aerodynamic diameter of below 50 µm] [3]"	234-390-0 [1]234-390-0 [2]231-556-4 [3]	11138-47-9 [1]12040-72-1 [2]10332-33-9 [3]	Ox. Sol. 3Repr. 1BAcute Tox. 3 *Acute Tox. 4 *STOT SE 3Eye Dam. 1	H272H360DfH331H302H335H318	GHS03GHS06GHS05GHS08Dgr	H272H302H331H318H360DfH335		"Repr. 1B; H360Df: C = 9 %Repr. 1B; H360D: 6,5 % = C < 9 %Eye Dam. 1; H318: C = 22 %Eye Irrit. 2; H319: 14 % = C < 22 %"		ATP01/ATP01corr
006-001-00-2	carbon monoxide	211-128-3	630-08-0	Flam. Gas 1Press. GasRepr. 1AAcute Tox. 3 *STOT RE 1	H220H360D ***H331H372 **	GHS02GHS04GHS06GHS08Dgr	H220H360D ***H331H372 **			U	CLP00
006-002-00-8	phosgene; carbonyl chloride	200-870-3	75-44-5	Press. GasAcute Tox. 2 *Skin Corr. 1B	H330H314	GHS04GHS06GHS05Dgr	H330H314			U	CLP00
006-003-00-3	carbon disulphide	200-843-6	75-15-0	Flam. Liq. 2Repr. 2STOT RE 1Skin Irrit. 2Eye Irrit. 2	H225H361fdH372 **H315H319	GHS02GHS08GHS07Dgr	H225H361fdH372 **H319H315		"Repr. 2; H361fd: C ? 1 %STOT RE 1; H372: C ? 1 %STOT RE 2; H373: 0,2 % ?C < 1 %"		CLP00
006-004-00-9	calcium carbide	200-848-3	75-20-7	Water-react. 1	H260	GHS02Dgr	H260			T	CLP00
006-005-00-4	thiram (ISO); tetramethylthiuram disulphide	205-286-2	137-26-8	Acute Tox. 4 *Acute Tox. 4 *STOT RE 2 *Skin Irrit. 2Eye Irrit. 2Skin Sens. 1Aquatic Acute 1Aquatic Chronic 1	H332H302H373 **H315H319H317H400H410	GHS08GHS07GHS09Wng	H332H302H373 **H319H315H317H410		M=10		CLP00
006-006-00-X	hydrogen cyanide; hydrocyanic acid	200-821-6	74-90-8	Flam. Liq. 1Acute Tox. 2 *Aquatic Acute 1Aquatic Chronic 1	H224H330H400H410	GHS02GHS06GHS09Dgr	H224H330H410				CLP00
006-006-01-7	hydrogen cyanide ...%; hydrocyanic acid ...%	200-821-6	74-90-8	Acute Tox. 1Acute Tox. 2 *Acute Tox. 2 *Aquatic Acute 1Aquatic Chronic 1	H310H330H300H400H410	GHS06GHS09Dgr	H330H310H300H410			B	CLP00
006-007-00-5	"salts of hydrogen cyanide with the exception of complex cyanides such as ferrocyanides, ferricyanides and mercuric oxycyanide and those specified elsewhere in this Annex"	-	-	Acute Tox. 1Acute Tox. 2 *Acute Tox. 2 *Aquatic Acute 1Aquatic Chronic 1	H310H330H300H400H410	GHS06GHS09Dgr	H330H310H300H410	EUH032		A	CLP00/ATP01
006-008-00-0	antu (ISO); 1-(1-naphthyl)-2-thiourea	201-706-3	86-88-4	Carc. 2Acute Tox. 2 *	H351H300	GHS06GHS08Dgr	H300H351				CLP00
006-009-00-6	1-isopropyl-3-methylpyrazol-5-yl dimethylcarbamate; Isolan	204-318-2	119-38-0	Acute Tox. 1Acute Tox. 2 *	H310H300	GHS06Dgr	H310H300				CLP00
006-010-00-1	"5,5-dimethyl-3-oxocyclohex-1-enyl dimethylcarbamate 5,5-dimethyldihydroresorcinol dimethylcarbamate; Dimetan"	204-525-8	122-15-6	Acute Tox. 3 *	H301	GHS06Dgr	H301				CLP00
006-011-00-7	carbaryl (ISO); 1-naphthyl methylcarbamate	200-555-0	63-25-2	Carc. 2Acute Tox. 4 *Acute Tox. 4 *Aquatic Acute 1	H351H332H302H400	GHS08GHS07GHS09Wng	H351H332H302H400		M=100		CLP00/ATP01
006-012-00-2	ziram (ISO); zinc bis dimethyldithiocarbamate	205-288-3	137-30-4	Acute Tox. 2 *Acute Tox. 4 *STOT SE 3STOT RE 2 *Eye Dam. 1Skin Sens. 1Aquatic Acute 1Aquatic Chronic 1	H330H302H335H373 **H318H317H400H410	GHS06GHS08GHS05GHS09Dgr	H330H302H373 **H335H318H317H410		M=100		CLP00
006-013-00-8	metam-sodium (ISO); sodium methyldithiocarbamate	205-293-0	137-42-8	Acute Tox. 4 *Skin Corr. 1BSkin Sens. 1Aquatic Acute 1Aquatic Chronic 1	H302H314H317H400H410	GHS05GHS07GHS09Dgr	H302H314H317H410	EUH031			CLP00
006-014-00-3	"nabam (ISO); disodium ethylenebis(N,N'-dithiocarbamate)"	205-547-0	142-59-6	Acute Tox. 4 *STOT SE 3Skin Sens. 1Aquatic Acute 1Aquatic Chronic 1	H302H335H317H400H410	GHS07GHS09Wng	H302H335H317H410				CLP00
006-015-00-9	"diuron (ISO); 3-(3,4-dichlorophenyl)-1,1-dimethylurea"	206-354-4	330-54-1	Carc. 2Acute Tox. 4 *STOT RE 2 *Aquatic Acute 1Aquatic Chronic 1	H351H302H373 **H400H410	GHS08GHS07GHS09Wng	H302H351H373 **H410		M=10		CLP00/ATP01corr
006-016-00-4	propoxur (ISO); 2-isopropyloxyphenyl N-methylcarbamate; 2-isopropoxyphenyl methylcarbamate	204-043-8	114-26-1	Acute Tox. 3 *Aquatic Acute 1Aquatic Chronic 1	H301H400H410	GHS06GHS09Dgr	H301H410				CLP00
006-017-00-X	aldicarb (ISO); 2-methyl-2-(methylthio)propanal-O-(N-methylcarbamoyl)oxime	204-123-2	116-06-3	Acute Tox. 2 *Acute Tox. 2 *Acute Tox. 3 *Aquatic Acute 1Aquatic Chronic 1	H330H300H311H400H410	GHS06GHS09Dgr	H330H300H311H410				CLP00
006-018-00-5	aminocarb (ISO); 4-dimethylamino-3-tolyl methylcarbamate	217-990-7	2032-59-9	Acute Tox. 3 *Acute Tox. 3 *Aquatic Acute 1Aquatic Chronic 1	H311H301H400H410	GHS06GHS09Dgr	H311H301H410				CLP00
006-019-00-0	"di-allate (ISO); S-(2,3-dichloroallyl)-N,N-diisopropylthiocarbamate"	218-961-1	2303-16-4	Carc. 2Acute Tox. 4 *Aquatic Acute 1Aquatic Chronic 1	H351H302H400H410	GHS08GHS07GHS09Wng	H351H302H410				CLP00
006-020-00-6	barban (ISO); 4-chlorbut-2-ynyl N-(3-chlorophenyl)carbamate	202-930-4	101-27-9	Acute Tox. 4 *Skin Sens. 1Aquatic Acute 1Aquatic Chronic 1	H302H317H400H410	GHS07GHS09Wng	H302H317H410				CLP00
006-021-00-1	"linuron (ISO); 3-(3,4-dichlorophenyl)-1-methoxy-1-methylurea"	206-356-5	330-55-2	Carc. 2Repr. 1BAcute Tox. 4 *STOT RE 2 *Aquatic Acute 1Aquatic Chronic 1	H351H360DfH302H373 **H400H410	GHS08GHS07GHS09Dgr	H360DfH351H302H373 **H410				CLP00
006-022-00-7	"decarbofuran (ISO); 2,3-dihydro-2-methylbenzofuran-7-yl methylcarbamate"		1563-67-3	Acute Tox. 3 *Acute Tox. 3 *Acute Tox. 3 *	H331H311H301	GHS06Dgr	H331H311H301				CLP00
006-023-00-2	"mercaptodimethur (ISO); methiocarb (ISO); 3,5-dimethyl-4-methylthiophenyl N-methylcarbamate"	217-991-2	2032-65-7	Acute Tox. 3 *Aquatic Acute 1Aquatic Chronic 1	H301H400H410	GHS06GHS09Dgr	H301H410				CLP00
006-024-00-8	proxan-sodium (ISO); sodium O-isopropyldithiocarbonate	205-443-5	140-93-2	Acute Tox. 4 *Skin Irrit. 2Aquatic Chronic 2	H302H315H411	GHS07GHS09Wng	H302H315H411				CLP00
006-025-00-3	"allethrin; (RS)-3-allyl-2-methyl-4-oxocyclopent-2-enyl (1RS,3RS;1RS,3SR)-2,2-dimethyl-3-(2-methylprop-1-enyl)cyclopropanecarboxylate; bioallethrin; (RS)-3-allyl-2-methyl-4-oxocyclopent-2-enyl (1R,3R)-2,2-dimethyl-3-(2-methylprop-1-enyl)cyclopropanecarboxylate [1]S-bioallethrin; (S)-3-allyl-2-methyl-4-oxocyclopent-2-enyl (1R,3R)-2,2-dimethyl-3-(2-methylprop-1-enyl)cyclopropanecarboxylate [2]esbiothrin; (RS)-3-allyl-2-methyl-4-oxocyclopent-2-enyl (1R,3R)-2,2-dimethyl-3-(2-methylprop-1-enyl)cyclopropanecarboxylate  [3]"	209-542-4 [1]249-013-5 [2]249-013-5 [3]	584-79-2 [1]28434-00-6 [2]84030-86-4 [3]	Acute Tox. 4 *Acute Tox. 4 *Aquatic Acute 1Aquatic Chronic 1	H332H302H400H410	GHS07GHS09Wng	H332H302H410			C	CLP00
006-026-00-9	"carbofuran (ISO); 2,3-dihydro-2,2-dimethylbenzofuran-7-yl N-methylcarbamate"	216-353-0	1563-66-2	Acute Tox. 2 *Acute Tox. 2 *Aquatic Acute 1Aquatic Chronic 1	H330H300H400H410	GHS06GHS09Dgr	H330H300H410				CLP00
006-028-00-X	"dinobuton (ISO); 2-(1-methylpropyl)-4,6-dinitrophenyl isopropyl carbonate"	213-546-1	973-21-7	Acute Tox. 3 *Aquatic Acute 1Aquatic Chronic 1	H301H400H410	GHS06GHS09Dgr	H301H410				CLP00
006-029-00-5	"dioxacarb (ISO); 2-(1,3-dioxolan-2-yl)phenyl N-methylcarbamate"	230-253-4	6988-21-2	Acute Tox. 3 *Aquatic Chronic 2	H301H411	GHS06GHS09Dgr	H301H411				CLP00
006-030-00-0	EPTC (ISO); S-ethyl dipropylthiocarbamate	212-073-8	759-94-4	Acute Tox. 4 *	H302	GHS07Wng	H302				CLP00
006-031-00-6	formetanate (ISO); 3-[(EZ)-dimethylaminomethyleneamino]phenyl methylcarbamate	244-879-0	22259-30-9	Acute Tox. 2 *Acute Tox. 2 *Skin Sens. 1Aquatic Acute 1Aquatic Chronic 1	H330H300H317H400H410	GHS06GHS09Dgr	H330H300H317H410				CLP00
006-032-00-1	monolinuron (ISO); 3-(4-chlorophenyl)-1-methoxy-1-methylurea	217-129-5	1746-81-2	Acute Tox. 4 *STOT RE 2 *Aquatic Acute 1Aquatic Chronic 1	H302H373 **H400H410	GHS08GHS07GHS09Wng	H302H373 **H410				CLP00
006-033-00-7	"metoxuron (ISO); 3-(3-chloro-4-methoxyphenyl)-1,1-dimethylurea"	243-433-2	19937-59-8	Aquatic Acute 1Aquatic Chronic 1	H400H410	GHS09Wng	H410				CLP00
006-034-00-2	pebulate (ISO); N-butyl-N-ethyl-S-propylthiocarbamate	214-215-4	1114-71-2	Acute Tox. 4 *Aquatic Chronic 2	H302H411	GHS07GHS09Wng	H302H411				CLP00
006-035-00-8	"pirimicarb (ISO); 5,6-dimethyl-2-dimethylamino-pyrimidin-4-yl N,N-dimethylcarbamate"	245-430-1	23103-98-2	Acute Tox. 3 *Aquatic Acute 1Aquatic Chronic 1	H301H400H410	GHS06GHS09Dgr	H301H410				CLP00
006-036-00-3	benzthiazuron (ISO); 1-benzothiazol-2-yl-3-methylurea	217-685-9	1929-88-0	Acute Tox. 4 *	H302	GHS07Wng	H302				CLP00
006-037-00-9	promecarb (ISO); 3-isopropyl-5-methylphenyl N-methylcarbamate	220-113-0	2631-37-0	Acute Tox. 3 *Aquatic Acute 1Aquatic Chronic 1	H301H400H410	GHS06GHS09Dgr	H301H410				CLP00
006-038-00-4	"sulfallate (ISO); 2-chloroallyl N,N-dimethyldithiocarbamate"	202-388-9	95-06-7	Carc. 1BAcute Tox. 4 *Aquatic Acute 1Aquatic Chronic 1	H350H302H400H410	GHS08GHS07GHS09Dgr	H350H302H410				CLP00
006-039-00-X	"tri-allate (ISO); S-2,3,3-trichloroallyl diisopropylthiocarbamate"	218-962-7	2303-17-5	Acute Tox. 4 *STOT RE 2 *Skin Sens. 1Aquatic Acute 1Aquatic Chronic 1	H302H373 **H317H400H410	GHS08GHS07GHS09Wng	H302H373 **H317H410				CLP00
006-040-00-5	3-methylpyrazol-5-yl-dimethylcarbamate; monometilan		2532-43-6	Acute Tox. 3 *Acute Tox. 3 *Acute Tox. 3 *	H331H311H301	GHS06Dgr	H331H311H301				CLP00
006-041-00-0	dimethylcarbamoyl chloride	201-208-6	79-44-7	Carc. 1BAcute Tox. 3 *Acute Tox. 4 *STOT SE 3Skin Irrit. 2Eye Irrit. 2	H350H331H302H335H315H319	GHS06GHS08Dgr	H350H331H302H319H335H315		"Carc. 1B; H350: C ? 0,001 %"		CLP00
006-042-00-6	"monuron (ISO); 3-(4-chlorophenyl)-1,1-dimethylurea"	205-766-1	150-68-5	Carc. 2Acute Tox. 4 *Aquatic Acute 1Aquatic Chronic 1	H351H302H400H410	GHS08GHS07GHS09Wng	H351H302H410				CLP00
006-043-00-1	"3-(4-chlorophenyl)-1,1-dimethyluronium trichloroacetate; monuron-TCA"		140-41-0	Carc. 2Skin Irrit. 2Eye Irrit. 2Aquatic Acute 1Aquatic Chronic 1	H351H315H319H400H410	GHS08GHS07GHS09Wng	H351H319H315H410				CLP00
006-044-00-7	"isoproturon (ISO); 3-(4-isopropylphenyl)-1,1-dimethylurea"	251-835-4	34123-59-6	Carc. 2Aquatic Acute 1Aquatic Chronic 1	H351H400H410	GHS08GHS09Wng	H351H410		M=10		CLP00
006-045-00-2	methomyl (ISO); 1-(methylthio)ethylideneamino N-methylcarbamate	240-815-0	16752-77-5	Acute Tox. 2 *Aquatic Acute 1Aquatic Chronic 1	H300H400H410	GHS06GHS09Dgr	H300H410		M=100		CLP00/ATP01
006-046-00-8	"bendiocarb (ISO); 2,2-dimethyl-1,3-benzodioxol-4-yl N-methylcarbamate"	245-216-8	22781-23-3	Acute Tox. 3 *Acute Tox. 3 *Acute Tox. 4 *Aquatic Acute 1Aquatic Chronic 1	H331H301H312H400H410	GHS06GHS09Dgr	H331H301H312H410				CLP00
006-047-00-3	bufencarb (ISO); reaction mass of 3-(1-methylbutyl)phenyl N-methylcarbamate and 3-(1-ethylpropyl)phenyl N-methylcarbamate		8065-36-9	Acute Tox. 3 *Acute Tox. 3 *Aquatic Acute 1Aquatic Chronic 1	H311H301H400H410	GHS06GHS09Dgr	H311H301H410				CLP00
006-048-00-9	ethiofencarb (ISO); 2-(ethylthiomethyl)phenyl N-methylcarbamate	249-981-9	29973-13-5	Acute Tox. 4 *Aquatic Acute 1Aquatic Chronic 1	H302H400H410	GHS07GHS09Wng	H302H410				CLP00
006-049-00-4	"dixanthogen; O,O-diethyl dithiobis(thioformate)"	207-944-4	502-55-6	Acute Tox. 4 *	H302	GHS07Wng	H302				CLP00
006-050-00-X	"1,1-dimethyl-3-phenyluronium trichloroacetate; fenuron-TCA"		4482-55-7	Skin Irrit. 2Aquatic Acute 1Aquatic Chronic 1	H315H400H410	GHS07GHS09Wng	H315H410				CLP00
006-051-00-5	ferbam (ISO); iron tris(dimethyldithiocarbamate)	238-484-2	14484-64-1	STOT SE 3Skin Irrit. 2Eye Irrit. 2Aquatic Acute 1Aquatic Chronic 1	H335H315H319H400H410	GHS07GHS09Wng	H319H335H315H410				CLP00
006-052-00-0	"formetanate hydrochloride; 3-(N,N-dimethylaminomethyleneamino)phenyl N-methylcarbamate"	245-656-0	23422-53-9	Acute Tox. 2 *Acute Tox. 2 *Skin Sens. 1Aquatic Acute 1Aquatic Chronic 1	H330H300H317H400H410	GHS06GHS09Dgr	H330H300H317H410				CLP00
006-053-00-6	isoprocarb (ISO); 2-isopropylphenyl N-methylcarbamate	220-114-6	2631-40-5	Acute Tox. 4 *Aquatic Acute 1Aquatic Chronic 1	H302H400H410	GHS07GHS09Wng	H302H410				CLP00
006-054-00-1	"mexacarbate (ISO); 3,5-dimethyl-4-dimethylaminophenyl N-methylcarbamate"	206-249-3	315-18-4	Acute Tox. 2 *Acute Tox. 4 *Aquatic Acute 1Aquatic Chronic 1	H300H312H400H410	GHS06GHS09Dgr	H300H312H410				CLP00
006-055-00-7	"xylylcarb (ISO); 3,4-dimethylphenyl N-methylcarbamate; 3,4-xylyl methylcarbamate; MPMC"	219-364-9	2425-10-7	Acute Tox. 4 *Aquatic Acute 1Aquatic Chronic 1	H302H400H410	GHS07GHS09Wng	H302H410				CLP00
006-056-00-2	metolcarb (ISO); m-tolyl methylcarbamate; MTMC	214-446-0	1129-41-5	Acute Tox. 4 *Aquatic Chronic 2	H302H411	GHS07GHS09Wng	H302H411				CLP00
006-057-00-8	nitrapyrin (ISO); 2-chloro-6-trichloromethylpyridine	217-682-2	1929-82-4	Acute Tox. 4 *Aquatic Chronic 2	H302H411	GHS07GHS09Wng	H302H411				CLP00
006-058-00-3	"noruron (ISO); 1,1-dimethyl-3-(perhydro-4,7-methanoinden-5-yl)urea"		2163-79-3	Acute Tox. 4 *	H302	GHS07Wng	H302				CLP00
006-059-00-9	"oxamyl (ISO); N',N'-dimethylcarbamoyl(methylthio)methylenamine N-methylcarbamate"	245-445-3	23135-22-0	Acute Tox. 2 *Acute Tox. 2 *Acute Tox. 4 *Aquatic Chronic 2	H330H300H312H411	GHS06GHS09Dgr	H330H300H312H411				CLP00
